Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Net Income,Gross Margin,Profit Margin,Free Cash Flow margin,Consolidated Income,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Long-term investments,Total non-current assets,Payables,Short-term debt,Total current liabilities,Total debt,Deferred revenue,Total liabilities,Other comprehensive income,Total shareholders equity,Investments,Depreciation & Amortization,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Issuance (repayment) of debt,Issuance (buybacks) of shares,Effect of forex changes on cash,Net Income per Share,Shareholders Equity per Share,Market Cap,Enterprise Value,Income Quality,Invested Capital,Average Payables,Days Sales Outstanding,Operating Income Growth,Inventory Growth,Asset Growth,Debt Growth,R&D Expense Growth,Class
9914000,4829000,5085000,10647000,28829000,39715000,135000,0,-34769000,0.5129,-3.507,-3.1942,-34765000,23292000,4223000,1418000,51755000,1346000,0,1346000,1276000,1958000,10011000,9922000,510000,17988000,-5000,35113000,23292000,330000,-1043000,0,-20813000,0,429000,0,-20.7985,21.0042,124709013,90231013,0.8808,31904000,935500,155.4766,-0.7737,0.7146,-0.3259,0.0041,0.0785,0
505404,1811424,-1306020,7882650,14232876,24289777,1033939,0,-24906744,-2.5841,-49.329,-46.2613,-24906744,0,77095,0,9468687,2426312,0,2816254,825244,1331515,3945770,1331515,0,5778834,0,6506107,0,1247576,-99561,0,24061786,-17239171,10861114,7569,-51.7089,13.5073,11813016.24,4918767.24,0.9338,1444922,977890,55.6776,0.3624,0,-0.7205,-0.9195,-0.4747,0
215000,0,215000,9648000,5069000,14717000,369000,0,-14307000,1,-66.544,-59.7767,-14307000,0,65000,0,8310000,595000,0,595000,821000,3000000,4464000,6584000,0,8048000,0,857000,0,417000,-175000,0,0,6729000,0,0,-4.0484,0.2425,4682587.1,3383587.1,0.8861,3142000,1918000,110.3488,-4.3392,0,-0.523,0,0.5749,0
291000,0,291000,39640000,11333000,50973000,3092000,800000,-16144000,1,-55.478,-153.323,-54647000,0,8000000,0,20362000,283000,4980000,7555000,13901000,4271000,26929000,19587000,13254000,47524000,0,-151047000,4980000,197000,-57000,0,0,7500000,0,0,-0.492,-4.6033,198843750,206510750,2.7602,8655000,12657000,10034.3643,0.0788,0,-0.4877,0.7713,-0.1335,0
1250000000,25000000,1225000000,20496000,17107000,37603000,0,267395000,917093000,0.98,,0.752,917093000,0,518000,0,110991000,12000,0,17000,1203000,0,21285000,0,0,21328000,91902000,89680000,0,227000,-3000,0,85368000,0,-24764000,145035000,19.4531,1.9023,194704720,,1.0249,-19831000,1638000,0.1513,22.42,0,-0.3196,0,-0.5007,0
1000,0,1000,12991000,15246000,24578000,-40000,212000,-24414000,1,-24414,-23256,-24414000,0,726000,0,55011000,178000,0,18213000,1350000,0,7929000,0,0,7971000,1001000,65253000,0,35000,4310000,0,0,-3055000,48508000,718000,-3.1223,8.3451,238327297.8,185096297.8,1.1291,-5196000,1161000,264990,-0.9991,0,0.4745,-1,0.6084,0
8158000,600000,7558000,18697000,8811000,27508000,31000,19000,-20000000,0.9265,-2.452,-1.2061,-20000000,36001000,0,316000,74472000,805000,0,1078000,4435000,0,7035000,0,650000,7035000,0,68515000,36001000,207000,-271000,0,-36001000,0,61203000,0,-2.0583,7.0512,502706400,429706400,0.4784,31516000,3157500,0,-26,2.0095,2.2768,0,0.8175,1
24918868,3224238,21694630,0,24608736,25026707,0,35880,-3432412,0.8706,-0.138,-0.021,-3432412,0,1310308,0,6671123,3800466,351857,11764936,1068669,100000,5379457,1100000,12414732,17282626,0,1153433,351857,2017323,-449204,0,76351,768500,654266,0,-0.2591,0.0871,66238915.4,63018875.4,0.0216,5160094,1061807.5,19.1928,0.778,0,0.081,2.3183,0,1
0,0,0,7801000,3620000,11421000,375000,0,-12258000,0,,0,-12258000,10000000,0,0,22170000,0,0,0,2790000,0,2790000,0,0,2790000,0,19380000,10000000,0,0,0,-10000000,-5848000,37950000,0,-1.8475,2.9209,39315616.42,17533616.42,0.5549,7598000,2322000,0,-3.8048,0,111.5381,-1,4.6529,1
0,0,0,6675080,3184166,9859246,3587,0,-9833152,0,,0,-9833152,5629009,0,0,8616733,176531,0,246486,492015,0,1244306,0,0,1244306,0,7618913,5629009,57526,-3253,0,-200047,-205260,7642932,0,-0.2624,0.2033,199736893.6,191284434.6,0.7764,4772412,297654.5,0,-0.6225,0,-0.0755,-1,0.8508,0
41593000,26090000,15503000,5208000,23323000,28391000,0,-128000,-12867000,0.3727,-0.309,-0.0953,-12867000,0,7863000,9381000,39451000,1403000,0,2195000,1724000,0,10392000,0,2520000,11124000,0,30522000,0,858000,-400000,-382000,0,0,2640000,0,-1.1135,2.6415,92175343.32,70468343.32,0.2771,8898000,1859000,69.0019,-4.0246,-0.1943,-0.135,0,-0.0293,0
4249699.88,618247.2989,3631452.581,27500600.24,11176470.59,70217286.91,5346938.776,-1200.4802,-67701080.43,0.8545,-19.1248,-12.7963,-67701080.43,0,279711.8848,0,43690276.11,3949579.832,12788715.49,49498199.28,5762304.922,969987.9952,9537815.126,1733493.397,0,36123649.46,0,57064825.93,12788715.49,10809123.65,-1030012.005,-6130852.341,28303721.49,-1677070.828,750300.12,1344537.815,-4.8793,4.1128,,,0.788,13642256.9,7143257.724,24.024,-1.1851,0,-0.3622,0.1142,-0.056,0
3354712,2406132,948580,1260378,6130884,7562370,0,0,-7366310,0.2828,-2.196,-1.5307,-7366310,5011607,964671,947612,7775899,235113,0,1561991,1785037,0,1785037,0,0,1785037,0,7552853,5011607,249894,-54507,0,-4960194,0,5803897,0,-6.2869,6.4462,1269830.656,-4180208.344,0.6897,5983754,1741233.5,104.9583,-0.9869,-0.5347,0.8363,0,0.0601,1
146595000,75841000,70754000,5799000,23681000,29480000,0,5747000,36593000,0.4826,0.25,0.2549,36593000,35468000,17076000,29354000,115233000,66369000,9136000,88547000,3929000,0,9622000,0,0,19392000,-1215000,184388000,44604000,8677000,-9677000,0,-11193000,0,0,0,19.8229,99.8852,1146938343,1081334343,1.2854,152514000,3978500,42.5167,0.0549,0.0117,0.12,0,-0.1179,1
33512030,26956340,6555690,0,8607584,8607584,0,36500,-2088666,0.1956,-0.062,-0.0211,-2088666,0,3362438,8511954,13198329,5734041,0,6438320,1440403,0,3450369,0,0,3450369,0,16186280,0,1090126,-21048,0,0,0,0,0,-0.5204,4.0329,11599121.93,10603417.93,0.3289,15190576,1652503,36.6224,-0.0691,-0.0409,-0.1264,0,0,0
12998000,0,12998000,15918000,7572000,23490000,409000,1000,-10902000,1,-0.839,-0.0525,-10902000,23608000,480000,0,50868000,1049000,107000,1156000,1790000,0,11040000,0,13647000,18230000,-3000,33794000,23715000,410000,-222000,0,10577000,5650000,1348000,0,-3.5316,10.9472,31460928.62,-17278071.38,0.0422,15263000,2573500,13.479,-9.492,0,2.7874,-1,-0.1124,0
0,0,0,2395478,7685706,10081184,875199,0,-11096383,0,,0,-11096383,0,1104134,0,1952568,133987,0,3527100,2055339,416545,2479076,416545,0,3819076,-955715,1660592,0,753998,-32168,0,0,1003993,5009225,3534,-1.044,0.1562,42865881.66,42678037.66,0.6475,-241856,2116900,0,-0.5217,0,-0.1887,1.6841,-0.0403,0
12093000000,6151000000,5942000000,774000000,2925000000,4463000000,521000000,-124000000,1100000000,0.491358637,0.090961713,,1100000000,37000000,1744000000,1818000000,18633000000,4637000000,38000000,19101000000,797000000,203000000,3342000000,18667000000,,24786000000,-1704000000,12948000000,38000000,1978000000,-895000000,,11000000,-3996000000,0,-17000000,,,,,,,,,,,,,,1
0,0,0,17854000,6745000,24599000,0,0,-54818000,0,,0,-54818000,2996000,0,0,35580000,1026000,0,1230000,3853000,0,7079000,0,0,39404000,-4000,-2594000,2996000,373000,0,0,2577000,0,25485000,0,-1.4074,-0.0666,139604863.6,107383863.6,0.29,506000,3330000,0,-0.0354,0,0.2393,0,0.0723,0
27443752,0,27443752,1223277,8542324,9765601,0,7037527,11328266,1,0.413,0.4794,11328266,51973971,4655105,0,66380515,0,5745974,8615879,933998,0,2138848,0,6398687,7479556,0,67516838,57719945,2239551,0,0,-10366459,0,-220749,0,1.5798,9.4157,313666235.8,254358454.8,1.1615,65125743,836323.5,61.9126,0.0383,0,0.1592,0,-0.0788,1
0,0,0,6837000,3164000,10001000,-236000,6000,-9771000,0,,0,-9771000,0,0,0,7403000,503000,0,503000,608000,0,1562000,0,0,2001000,0,5905000,0,157000,-231000,0,0,0,4575000,164000,-6.7155,4.0584,17526600,,0.9364,-653000,500500,0,-0.1036,0,-0.357,0,0.2451,0
0,0,0,4237000,5254000,9491000,0,-993000,-7470000,0,-7.481,0,-7470000,0,0,0,25974000,29000,0,29000,1558000,0,4113000,0,0,4237000,-794000,21766000,0,32000,-13000,0,0,0,14949000,135000,-0.9789,2.8523,20951956.96,-2958043.04,0.5038,-2020000,2027500,0,0.3293,0,0.3225,0,-0.5529,0
104632000,83436000,21196000,0,24835000,26495000,730000,27987000,-35730000,0.2026,-0.341,0.0354,-35730000,97000,15887000,5501000,25576000,28365000,0,41127000,5207000,0,16970000,19500000,2302000,38904000,-5000,27799000,97000,11064000,-2364000,0,899000,-3651000,5000,0,-17.8178,13.8628,52137748,69320748,-0.1699,56790000,5860500,55.4205,-2.7177,-0.0812,-0.3723,-0.09,0,0
42912364.95,25135654.26,17776710.68,4659063.626,15551020.41,20210084.03,-3172869.148,465786.3145,-817527.0108,0.4143,-0.0228,-0.0962,-817527.0108,0,14909963.99,8090036.014,47507803.12,4420168.067,0,8791116.447,7575030.012,4028811.525,19368547.42,5663865.546,3429771.909,26097238.9,-4326530.612,30201680.67,0,1888355.342,-2487394.958,0,-54021.6086,2650660.264,795918.3673,282112.8451,-0.0196,0.7236,53650000,,2.0088,15051620.65,6924357.111,126.8198,-6.9123,-0.0429,0.1479,0.9474,0.1443,0
7353000,5284000,2069000,9483000,23871000,34013000,648000,0,-29122000,0.2814,-3.961,-4.3087,-29122000,0,2760000,3025000,34937000,2249000,0,3051000,2420000,2139000,9165000,6969000,1919000,16597000,-340000,21391000,0,1748000,-456000,0,0,-54000,42622000,81000,-0.8178,0.6007,122802945.8,101958945.8,1.0722,7299000,2397000,137.0053,-0.1498,0.9441,0.5553,0.0265,0.068,0
7964000,5117000,2847000,7893000,20501000,31456000,0,0,-28516000,0.3575,-3.581,-3.0402,-28516000,0,1831000,2700000,13165000,1299000,0,1332000,752000,0,6615000,0,0,6615000,-572000,7882000,0,457000,-265000,0,0,0,21168000,8000,-0.5266,0.1456,114180767.5,106341767.5,0.8398,43000,954000,83.917,0.1385,-0.2096,-0.1376,0,0.4762,0
23081592,5569896,17511696,1722564,14504123,16226687,0,896622,499764,0.7587,0.022,0.1123,499764,8135123,3778929,4210846,35107610,1868851,0,3904924,656723,0,4077972,0,3621256,6081657,-48909,32930877,8135123,1308738,-824763,0,-198735,0,-1742175,0,0.0473,3.1173,161495064.9,135153965.9,6.8351,15843084,888776.5,59.758,-0.8823,0.0834,0.0489,0,0.2783,1
100000,0,100000,4640000,6397000,12066000,947000,0,-12913000,1,-129.13,-86.4,-12913000,3488000,0,0,7983000,28000,0,6200000,1961000,2012000,3973000,2012000,0,5495000,0,7408000,3488000,4000,-13000,-1732000,4411000,-146000,3526000,49000,-1.3655,0.7833,457840,,0.6681,2103000,1617000,0,-0.6659,0,-0.049,0,0.11,0
0,0,0,2022000,11099000,13121000,0,0,-13116000,0,,0,-13116000,0,0,0,19000000,25000,0,1892000,418000,0,1440000,0,0,1440000,0,19452000,0,22000,8000,23250000,0,0,7869000,0,-2.804,4.1585,28199947.72,10896947.72,1.1391,282000,378000,0,-1.5587,0,16.4682,-1,-0.3663,0
0,0,0,3539656,3178662,6718318,216328,0,-6731525,0,-15.567,0,-6731525,0,0,0,7193172,21659,0,21659,818044,80478,898522,80478,0,898522,0,6316309,0,65803,0,0,0,2242054,30563,0,-1.3665,1.2822,11333070.6,5247405.6,0.9454,230644,1047555,0,0.2135,0,0.6743,0.2124,-0.2555,0
,,0,,,2016710,0,,,,,,,0,0,0,2300,0,0,,584495,,,,,659412,,-637287,0,,0,,,380587,0,,,,,,,,292247.5,,-0.4782,0,0.922,-1,0.1292,0
72000,0,72000,53192000,17011000,70203000,2723000,-197000,-71905000,1,-998.681,-820.5,-71905000,46555000,373000,0,66736000,9708000,0,11073000,5743000,19859000,32600000,19859000,8072000,42593000,-134000,35216000,46555000,2524000,-303000,0,14255000,0,43415000,0,-11.4685,5.6168,117469263,77254263,0.8174,50774000,5791500,1890.9028,0.1395,0,-0.227,0.0029,-0.1728,0
0,0,0,6067000,15089000,23039000,462000,253000,-23754000,0,,0,-23754000,0,0,0,13087000,0,0,20439000,12991000,8377000,24569000,10988000,0,31456000,0,2070000,0,0,0,12158000,0,-473000,6007000,0,-507.4882,44.2242,10209125,8447125,0.4498,5281000,6495500,0,-0.3951,0,4.2221,0.4913,-0.4676,0
0,0,0,18784000,7467000,26251000,0,0,-15174000,0,-36.196,0,-15492000,0,0,0,17943000,872000,0,895000,2020000,0,9793000,0,0,10195000,0,-1496000,0,245000,-212000,0,0,0,6524000,0,-4.2704,-0.421,66854715.2,49738715.2,0.9127,-8071000,2006500,0,0.3312,0,-0.1627,0,-0.3547,0
0,0,0,3527317,5678581,9205898,0,0,-8839682,0,-87.783,0,-8839682,6122400,50171,0,8062893,9945,1809428,1827808,611861,0,1008840,0,0,1008840,-16193,8881861,7931828,13621,-4537,0,3753909,0,0,0,-6.2665,6.2964,12649969.92,4922759.92,1.3734,7277051,669730,0,0.8252,0,-0.5762,0,-0.7316,0
0,0,0,13342000,7949000,21291000,0,0,-21123000,0,,0,-21123000,0,0,0,26443000,91000,0,311000,1308000,0,2126000,0,0,2138000,-12000,24616000,0,70000,-5000,0,7174000,0,18519000,-5000,-316.9195,369.3268,28971000,3386000,0.9056,-1077000,1106500,0,0.4536,0,-0.0275,0,-0.5324,0
99140000,57250000,41890000,5657000,32246000,79558000,5405000,-1214000,-40270000,0.4225,-0.406,-0.0575,-40270000,34043000,20740000,32805000,112591000,5800000,0,80383000,20515000,354000,21229000,93841000,0,127778000,-3246000,65196000,34043000,5199000,-15068000,0,0,-4895000,-7799000,71000,-1.6751,2.7119,124532380,,-0.2327,177268000,22636000,76.3577,0.0547,0.0066,-0.2268,0.0065,0.1224,0
311000,0,311000,25573000,7313000,32886000,0,0,-30704000,1,-12.755,-93.3794,-30704000,23181000,438000,0,44821000,1070000,0,1300000,3383000,700000,4083000,6804000,0,10187000,-990000,35934000,23181000,649000,-315000,0,24609000,6893000,177000,753000,-1.7072,1.998,51745457.5,14882457.5,0.9356,28356000,3484500,514.0514,-0.3126,0,-0.3166,0,0.2897,1
82612000,32511000,50101000,2441000,55757000,87935000,14705000,0,-52411000,0.6065,-0.634,-0.026,-52411000,0,12714000,22423000,39699000,9913000,0,66006000,9476000,366000,25818000,138952000,0,164404000,0,-58699000,0,8409000,-1608000,0,0,2251000,178000,0,-34.7606,-38.931,10358612.28,146454612.3,0.0104,160622000,10294193,56.1736,-4.0143,-0.1768,-0.2665,0.0628,-0.2843,0
0,0,0,21686000,8676000,30362000,0,0,-29964000,0,,0,-29964000,20971000,0,0,43480000,259000,0,499000,291000,0,9240000,0,0,9240000,-14000,34739000,20971000,148000,-35000,0,-16064000,0,1526000,180000,-1.7346,2.011,33476894.2,-8686105.8,0.6089,13547000,423500,0,-0.0577,0,0.0105,0,0.1493,1
3121000,2914000,207000,837000,9811000,10648000,42000,0,-10497000,0.0663,-3.665,-2.6238,-10497000,0,205000,102000,6305000,1181000,0,1192000,745000,185000,2609000,1666000,0,4090000,0,3407000,0,786000,-60000,0,0,-217000,8703000,0,-0.1843,0.0598,107997746.4,104124746.4,0.7106,1015000,813000,23.9747,0.3018,0.0968,-0.0651,-0.099,-0.6146,0
0,0,0,8725026,5223101,13948127,245061,0,-14194431,0,-4.702,0,-14194431,0,0,0,16526242,62984,0,7842499,95873,0,2033204,0,0,2033204,0,22335537,0,3997,-62842,1030123,0,5500000,21506842,0,-3.8422,6.0458,95535844.46,79891489.46,0.993,-956085,239642,0,-1.0819,0,7.7875,0,0.6435,1
20245000,12080000,8165000,7126000,42596000,53433000,4263000,0,-49301000,0.4033,-2.52,-1.6133,-49301000,0,3991000,8105000,39472000,5469000,0,5617000,5644000,0,13080000,36009000,1638000,49147000,0,-4058000,0,1852000,-692000,0,0,0,48792000,0,-172.726,-14.2172,22099266,32147266,0.6267,42057000,5117500,71.9543,-0.3404,-0.1363,0.3063,-0.3895,0.4717,0
2992207.792,0,2992207.792,24612987.01,10749350.65,35268831.17,1119480.52,-5631168.831,-27754545.45,1,-12.0468,5.2344,-27754545.45,0,1333766.234,0,43294805.19,150649.3506,0,5519480.52,5174025.974,0,14150649.35,7687012.987,39645454.55,53350649.35,64935.0649,-4536363.636,0,75324.6753,-105194.8052,0,0,0,506493.5065,-929870.1299,-0.2685,-0.0439,213665940,,-0.5681,537662.3377,4870488.771,162.6975,-0.1136,0,0.3676,0.072,0.0251,0
923000,0,923000,10704000,13293000,23997000,0,-3479000,-16796000,1,-18.197,-24.6544,-16796000,0,221000,554000,9381000,101000,0,12814000,2814000,0,5769000,0,541000,24978000,271000,-2783000,0,94000,157000,0,0,0,8030000,357000,-1.1228,-0.186,32882000,,1.3642,-438000,3279500,87.3944,0.2172,0,-0.2989,0,-0.3511,1
0,0,0,23285279,11798910,37784189,0,0,-35399257,0,,0,-35399257,0,0,0,28813086,55898,0,237257,1971161,0,11848369,0,0,11896372,-236246,17153971,0,42400,-36885,0,10021963,0,15671881,-50324,-0.2838,0.1375,280726960,,0.8926,-11086056,2092737,0,-0.3868,0,-0.3667,0,0.3455,0
1731000,0,1731000,10626000,6079000,16705000,152000,-200000,-7783000,1,-4.496,-9.9122,-7783000,73240000,0,0,82548000,1089000,0,2674000,193000,995000,1895000,5034000,277000,6305000,-59000,78917000,73240000,241000,-586000,31130000,-60347000,5000000,22000,0,-1.2008,12.1754,157001405,80663404.95,2.1293,78776000,160000,0,-11.6044,0,5.7663,43.5487,2.555,0
0,0,0,14239000,8769000,23008000,0,0,-22604000,0,,0,-22604000,38889000,0,0,51840000,154000,0,848000,1600000,0,4891000,0,0,4891000,-33000,47797000,38889000,129000,-142000,0,-38770000,0,50120000,0,-3.0369,6.4217,154841639.2,104001639.2,0.9066,35846000,1785500,0,-0.2663,0,1.3926,0,0.3857,0
19556000,10893000,8663000,0,4323000,4323000,1927000,-1103000,1923000,0.443,0.098,0.3682,2940000,0,5235000,0,8893000,48491000,0,49283000,359000,7273000,9007000,23143000,504000,28291000,0,23856000,0,6677000,-653000,0,0,-7268000,115000,0,0.3368,4.1779,14560500,35201500,4.0837,69810000,339000,97.7079,-0.1308,0,-0.04,-0.144,0,0
64310000,24578000,39732000,8299000,46632000,62212000,4508000,304000,-27292000,0.6178,-0.424,-0.2314,-27292000,0,11729000,14343000,57600000,6885000,0,51461000,18327000,0,25827000,33321000,0,59148000,1795000,49913000,0,9717000,-1564000,0,0,-7000000,33703000,131000,-2.0118,3.6793,101840143.8,103743143.8,0.4881,41888000,15988500,66.5695,0.0058,0.1792,0.0679,-0.1549,0.0633,0
0,0,0,3313076.037,3724078.341,7037154.378,1120967.742,0,-8129032.258,0,,0,-8129032.258,4031970.046,285426.2673,0,8223214.286,387096.7742,87845.6221,524769.5853,1180587.558,0,1180587.558,0,0,3318260.369,0,5429723.502,4119815.668,107142.8571,-76612.9032,0,5625000,0,4554435.484,-195564.5161,-4.3762,2.9231,,,0.6296,3611751.152,1042656.188,0,-0.7001,0,-0.0063,0,0.5458,0
53278,50777,2501,3371767,5862833,9234600,21537,0,-9258647,0.0469,-173.78,-528.2999,-9258647,13422,183926,172363,1389894,21802976,0,22341864,2666855,49794,2716649,3084214,0,5751069,-213884,17980689,13422,184946,-19045986,0,0,220995,25016759,77262,-1.0554,2.0497,79077385.66,81655316.66,0.9829,23229667,1842353,1260.0509,-0.1447,0,3.157,0.1582,-0.0168,0
101739000,33517000,68222000,4920000,69959000,77225000,7615000,-34000,-2294000,0.6706,-0.023,-0.1496,-2294000,0,14822000,27292000,66478000,12670000,0,18182000,3878000,3306000,29742000,41073000,0,111318000,1093000,-26658000,0,7481000,-6495000,0,0,-6565000,24386000,276000,-0.1794,-2.0846,44653293.6,63260293.6,3.8051,68277000,6289500,53.1756,0.4145,-0.0931,-0.1012,-0.1111,-0.468,0
24242000,16545000,7697000,465000,5954000,6419000,375000,24000,884000,0.3175,0.036,0.037,884000,0,3145000,913000,5306000,14965000,0,15111000,2052000,352000,7723000,4579000,0,11950000,0,8467000,0,1680000,-339000,0,0,-920000,71000,0,0.1081,1.0353,14582845.92,18727845.92,1.3982,16801000,2508500,47.3527,1.4204,-0.3716,-0.0337,-0.1422,-0.0625,0
0,0,0,977000,4022000,4999000,-47000,0,-4952000,0,,0,-4952000,5273000,672000,0,9623000,392000,0,1800000,2101000,0,5543000,0,2625000,5543000,0,5880000,5273000,85000,-180000,0,4166000,0,314000,0,-0.2637,0.3131,68775949.9,61019949.9,0.4774,3397000,1406500,0,0.0165,0,0.061,0,-0.5658,0
6452631.579,1738947.368,12376950.78,4884210.526,12228421.05,29104441.78,1360144.058,0,-11135789.47,0.7305,-1.8168,-1.7483,-11135789.47,685474.1897,1873949.58,4481392.557,22153661.46,895558.2233,0,1673469.388,1945978.391,228091.2365,4936374.55,15060024.01,0,19768307.32,840336.1345,4058823.529,685474.1897,1061224.49,-457382.9532,0,0,12860744.3,-797118.8475,0,,,,,0.9698,19867947.18,2074568.143,96.6982,-0.3491,0.1677,-0.0521,2.6405,-0.2749,0
11022000,4276000,6746000,1193000,6609000,7802000,190000,0,-2515000,0.612,-0.248,0.0418,-2515000,0,1021000,1847000,9931000,1106000,1070000,2212000,691000,0,1513000,0,0,2051000,0,10092000,1070000,339000,-144000,0,0,976000,3978000,0,-0.1896,0.7609,81237720.4,74574720.4,-0.2218,3967000,700859.5,33.811,0.7823,0.0508,0.5319,-1,-0.4119,1
5791670,3769879,2021791,1130635,1845789,2976424,282,0,-908561,0.3491,-0.157,-0.1414,-908561,0,1060011,1729121,4210351,331857,165324,807639,352000,0,528866,0,0,528866,-15834,4489124,165324,219219,-96085,0,0,0,157728,-2248,-0.1091,0.5389,21270432.5,20044970.5,0.7956,3089193,342742.5,66.8035,-0.1544,-0.0719,-0.1237,0,0.4489,0
256153.8462,0,256153.8462,5326923.077,6276923.077,12705384.62,0,0,-4376923.077,1,-13.1438,-25.4505,-4376923.077,76923.0769,3389230.769,0,17047692.31,342307.6923,45384.6154,387692.3077,706923.0769,0,865384.6154,0,0,892307.6923,0,16543076.92,122307.6923,0,-131538.4615,0,-100769.2308,0,6209230.769,-144615.3846,-10.0862,38.1219,19158600,,1.4594,3204615.385,663588.1208,4829.3994,0.4019,0,0.1773,0,-0.4616,0
100000,516000,-416000,10158000,7852000,18010000,0,2000,-18406000,-4.16,-185.32,-157.91,-18406000,0,4000,38000,6827000,120000,0,274000,2551000,0,3727000,0,0,4130000,0,2971000,0,260000,-45000,0,0,1500000,16753000,0,-12.8512,2.0744,32911713.45,26410713.45,0.8497,-3127000,2276500,14.6,-0.2156,-0.62,0.4638,0,0.7815,0
37000,0,37000,5480000,3523000,9003000,0,0,-7023000,1,-519.231,-229.5946,-7023000,0,0,0,7435000,654000,0,1423000,52000,0,791000,0,0,791000,0,8067000,0,411000,-538000,0,0,0,5085000,0,-13.9345,16.006,23811984,17846984,0.9871,-398000,60500,0,-0.0579,0,-0.2737,0,0.0011,0
0,0,0,5408122.12,1405241.936,6813364.055,3143145.161,0,-9951324.885,0,,0,-9951324.885,0,1129896.313,0,21689228.11,1586981.567,0,1840437.788,1982430.876,0,1982430.876,0,0,7328052.995,0,16201612.9,0,126728.1106,-1298387.097,0,3360887.097,0,17810771.89,-826900.9217,-0.5968,0.9716,,,0.2909,987903.2258,1169694.15,0,-1.2055,0,2.0102,0,1.6728,0
0,0,0,88928000,9053000,97063000,0,0,-91763000,0,,0,-96388000,3074000,1525000,0,32344000,123000,0,484000,3379000,0,4792000,0,0,4792000,-182000,27076000,3074000,32000,-76000,0,-3074000,0,50505000,18000,-4.3977,1.2976,653399000,,0.3138,555000,2016500,0,-6.8479,0,1.202,0,7.5205,0
227246.5438,0,227246.5438,1470622.12,826036.8664,2296658.986,178859.447,8352.5346,-1852822.581,1,-2.3482,-11.3802,-1852822.581,0,0,0,1919354.839,8064.5161,264112.9032,273617.5115,410138.2488,0,505184.3318,0,338709.6774,748847.9263,324596.7742,1444124.424,264112.9032,5472.3502,-2016.129,-6336.4055,0,0,1288594.47,-23905.53,-24.1828,18.8485,23476500,,1.3947,678283.4101,1294373.382,0,0.082,0,-0.784,0,-0.0736,0
2666340,0,2666340,10766095,4762642,15528737,398807,0,2431423,1,0.912,-5.3493,2431423,7984800,344575,0,15712676,372096,0,561113,1670675,0,1670675,0,0,5046934,11620,11226855,7984800,144174,-32185,0,5013806,500000,11079792,0,1.0483,4.8406,40364809.9,25497872.9,-5.8529,7627929,2599336,47.1695,0.2423,0,-0.1319,-1,-0.3289,0
7717000,6391000,1326000,0,11811000,12057000,3409000,6000,-13605000,0.1718,-1.763,-1.0128,-13605000,0,511000,0,5656000,612000,0,948000,980000,0,5649000,2000,2914000,5706000,0,898000,0,246000,-448000,0,0,-3082000,16458000,0,-0.9894,0.0653,59743282.96,54966282.96,0.5416,-3822000,925000,24.1694,-0.6323,0,1.1276,-0.9998,0,1
